question,human_response,Laboratorio Biomed_base_answer,Laboratorio Biomed_base_grade,Laboratorio Biomed_fine_tuned_answer,Laboratorio Biomed_fine_tuned_grade
"Hola, ¿puedo agendar un PAP o VPH?",¡Claro! Agenda tu PAP o VPH aquí: https://wa.me/56945711542 Nuestro equipo te apoyará para escoger sucursal y horario. 👩u200d⚕️,"¡Claro! Para agendar tu PAP o VPH, por favor comunícate con nuestro equipo aquí: https://wa.me/56945711542. Ellos te ayudarán a escoger sucursal y horario. 👩‍⚕️",5,"Para agendar tu PAP o VPH, por favor escríbenos al WhatsApp +56 9 4571 1542 y con gusto te ayudaremos. 👩‍⚕️",5
"Hola, ¿puedo agendar un PAP o VPH?",¡Claro! Agenda tu PAP o VPH aquí: https://wa.me/56945711542 Nuestro equipo te apoyará para escoger sucursal y horario. 👩u200d⚕️,"¡Claro! Para agendar tu PAP o VPH, por favor comunícate con nuestro equipo aquí: https://wa.me/56945711542. Ellos te ayudarán a escoger sucursal y horario. 👩‍⚕️",5,"Para agendar tu PAP o VPH, por favor escríbenos al siguiente WhatsApp: https://wa.me/56945711542 y con gusto te ayudaremos. 👩‍⚕️",5
"Hola, quiero hacerme un holter de presión.",Para agendar Holter de Presión: https://wa.me/56945711542 Nuestro equipo te ayudará a coordinar sucursal y horario. 📏,"Para agendar el Holter de Presión, por favor utiliza este enlace: [Agendar Holter de Presión](https://wa.me/56945711542). Nuestro equipo te ayudará a coordinar sucursal y horario. 📏",5,"Para agendar Holter de Presión, por favor escríbenos al WhatsApp +56 9 4571 1542 y con gusto te ayudaremos. 📏",5
"Hola, quiero hacerme un holter de presión.",Para agendar Holter de Presión: https://wa.me/56945711542 Nuestro equipo te ayudará a coordinar sucursal y horario. 📏,"Para agendar el Holter de Presión, por favor comunícate con nuestro equipo aquí: https://wa.me/56945711542. Ellos te ayudarán a coordinar sucursal y horario. 📏",5,"Para agendar Holter de Presión, por favor escríbenos al WhatsApp: https://wa.me/56945711542 y con gusto te ayudaremos. 📏",5
"Hola, quiero hacerme un holter de presión.",Para agendar Holter de Presión: https://wa.me/56945711542 Nuestro equipo te ayudará a coordinar sucursal y horario. 📏,"Para agendar el Holter de Presión, por favor utiliza este enlace: https://wa.me/56945711542. Nuestro equipo te ayudará a coordinar la sucursal y horario. 📏",5,"Para agendar Holter de Presión, por favor escríbenos al WhatsApp +56 9 4571 1542 y con gusto te ayudaremos. 📏",5
"Hola, quiero hacerme un holter de presión.",Para agendar Holter de Presión: https://wa.me/56945711542 Nuestro equipo te ayudará a coordinar sucursal y horario. 📏,"Para agendar el Holter de Presión, por favor contacta a nuestro equipo aquí: [WhatsApp](https://wa.me/56945711542). Ellos te ayudarán a coordinar sucursal y horario. 📏",5,"Para agendar Holter de Presión, por favor escríbenos al WhatsApp +56 9 4571 1542 y con gusto te ayudaremos. 📏",5
"Hola, ¿quiero agendar consulta con el Dr. Rodrigo Ramírez?",Por supuesto. Agenda tu consulta con el Dr. Rodrigo Ramírez Corsi: https://8d38a057041999f08f2c133e325c84c029351e63.agenda.softwaremedilink.com/agenda?modalidad=1 ¿Puedo ayudarte con algo más? 🧘u200d♀️,¡Claro! Puedes agendar tu consulta con el Dr. Rodrigo Ramírez Corsi a través de este enlace: [Agenda tu cita aquí](https://8d38a057041999f08f2c133e325c84c029351e63.agenda.softwaremedilink.com/agenda?modalidad=1). 😊 ¿Puedo ayudarte con algo más?,5,"Por supuesto. Para agendar tu consulta con el Dr. Rodrigo Ramírez Corsi, por favor utiliza este enlace: https://8d38a057041999f08f2c133e325c84c029351e63.agenda.softwaremedilink.com/agenda?modalidad=1. 😊",5
"Hola, ¿quiero agendar consulta con el Dr. Rodrigo Ramírez?",Por supuesto. Agenda tu consulta con el Dr. Rodrigo Ramírez Corsi: https://8d38a057041999f08f2c133e325c84c029351e63.agenda.softwaremedilink.com/agenda?modalidad=1 ¿Puedo ayudarte con algo más? 🧘u200d♀️,¡Claro! Puedes agendar tu consulta con el Dr. Rodrigo Ramírez Corsi a través de este enlace: [Agendar cita](https://8d38a057041999f08f2c133e325c84c029351e63.agenda.softwaremedilink.com/agenda?modalidad=1). 😊 ¿Puedo ayudarte con algo más?,5,"Por supuesto. Para agendar tu consulta con el Dr. Rodrigo Ramírez Corsi, utiliza este enlace: https://8d38a057041999f08f2c133e325c84c029351e63.agenda.softwaremedilink.com/agenda?modalidad=1. 😊",5
"Hola, ¿quiero agendar consulta con el Dr. Rodrigo Ramírez?",Por supuesto. Agenda tu consulta con el Dr. Rodrigo Ramírez Corsi: https://8d38a057041999f08f2c133e325c84c029351e63.agenda.softwaremedilink.com/agenda?modalidad=1 ¿Puedo ayudarte con algo más? 🧘u200d♀️,"Claro, puedes agendar tu consulta con el Dr. Rodrigo Ramírez Corsi a través de este enlace: [Agendar Cita](https://8d38a057041999f08f2c133e325c84c029351e63.agenda.softwaremedilink.com/agenda?modalidad=1). 😊",5,Por supuesto. Puedes agendar tu consulta con el Dr. Rodrigo Ramírez Corsi a través de este enlace: https://8d38a057041999f08f2c133e325c84c029351e63.agenda.softwaremedilink.com/agenda?modalidad=1. 😊,5
"Hola, ¿quiero agendar consulta con el Dr. Rodrigo Ramírez?",Por supuesto. Agenda tu consulta con el Dr. Rodrigo Ramírez Corsi: https://8d38a057041999f08f2c133e325c84c029351e63.agenda.softwaremedilink.com/agenda?modalidad=1 ¿Puedo ayudarte con algo más? 🧘u200d♀️,¡Por supuesto! Puedes agendar tu consulta con el Dr. Rodrigo Ramírez Corsi a través de este enlace: [Agendar aquí](https://8d38a057041999f08f2c133e325c84c029351e63.agenda.softwaremedilink.com/agenda?modalidad=1). 😊 ¿Puedo ayudarte con algo más?,5,Por supuesto. Puedes agendar tu consulta con el Dr. Rodrigo Ramírez Corsi a través de este enlace: https://8d38a057041999f08f2c133e325c84c029351e63.agenda.softwaremedilink.com/agenda?modalidad=1. 😊,5
Necesito agendar con el ginecólogo.,Para agendar con el ginecólogo: https://www.doctoralia.cl/julio-antonio-rojas-ortega/ginecologo/puerto-montt#profile-info En el mismo link podrás revisar disponibilidad y precios. 🩺,"Para agendar una consulta ginecológica con el Dr. Julio Rojas, utiliza este enlace: [Agendar cita](https://www.doctoralia.cl/julio-antonio-rojas-ortega/ginecologo/puerto-montt#profile-info). En el mismo link puedes ver información de los servicios y precios. 🩺",5,"Para agendar una consulta ginecológica con el Dr. Julio Rojas, por favor usa el siguiente enlace: https://www.doctoralia.cl/julio-antonio-rojas-ortega/ginecologo/puerto-montt#profile-info. 😊",5
Necesito agendar con el ginecólogo.,Para agendar con el ginecólogo: https://www.doctoralia.cl/julio-antonio-rojas-ortega/ginecologo/puerto-montt#profile-info En el mismo link podrás revisar disponibilidad y precios. 🩺,"Para agendar una consulta ginecológica con el Dr. Julio Rojas, utiliza este enlace: [Agendar Ginecólogo](https://www.doctoralia.cl/julio-antonio-rojas-ortega/ginecologo/puerto-montt#profile-info). Ahí podrás ver información sobre servicios y precios. 🩺",5,"Para agendar una consulta ginecológica con el Dr. Julio Rojas, por favor utiliza este enlace: https://www.doctoralia.cl/julio-antonio-rojas-ortega/ginecologo/puerto-montt#profile-info. 😊",5
Necesito agendar con el ginecólogo.,Para agendar con el ginecólogo: https://www.doctoralia.cl/julio-antonio-rojas-ortega/ginecologo/puerto-montt#profile-info En el mismo link podrás revisar disponibilidad y precios. 🩺,"Para agendar una consulta ginecológica con el Dr. Julio Rojas, utiliza este enlace: [Agendar Consulta](https://www.doctoralia.cl/julio-antonio-rojas-ortega/ginecologo/puerto-montt#profile-info). En el mismo link puedes ver información de los servicios y precios. 🩺",5,"Para agendar una consulta ginecológica con el Dr. Julio Rojas, por favor utiliza este enlace: https://www.doctoralia.cl/julio-antonio-rojas-ortega/ginecologo/puerto-montt#profile-info. 😊",5
Necesito agendar con el ginecólogo.,Para agendar con el ginecólogo: https://www.doctoralia.cl/julio-antonio-rojas-ortega/ginecologo/puerto-montt#profile-info En el mismo link podrás revisar disponibilidad y precios. 🩺,"Para agendar con el ginecólogo, utiliza este enlace: [Consulta Ginecológica](https://www.doctoralia.cl/julio-antonio-rojas-ortega/ginecologo/puerto-montt#profile-info). Allí podrás ver disponibilidad y precios. 🩺",5,"Para agendar tu hora ginecológica con el Dr. Julio Rojas, por favor escribe a su secretaria a través del siguiente enlace: https://www.doctoralia.cl/julio-antonio-rojas-ortega/ginecologo/puerto-montt#profile-info. 😊",5
"Hola, ¿puedo agendar una cita para una mamografía?","Las mamografías se realizan en Casa Matriz (Benavente 761, Puerto Montt). Llámanos al +56 65 2 329 400 o visítanos. 🏥","Las mamografías se realizan solo en nuestra Casa Matriz (Benavente 761, Puerto Montt). Para agendar, llámanos al +56 65 2 329 400 o visítanos. 🏥",5,"Las mamografías se realizan solo en Casa Matriz (Benavente 761, Puerto Montt). No requieren agendamiento, puedes acudir directamente. 😊",4
"Hola, ¿puedo agendar una cita para una mamografía?","Las mamografías se realizan en Casa Matriz (Benavente 761, Puerto Montt). Llámanos al +56 65 2 329 400 o visítanos. 🏥","Las mamografías se realizan solo en nuestra Casa Matriz (Benavente 761, Puerto Montt). Te recomiendo que llames al +56 65 2 329 400 o que nos visites directamente. 😊",5,"Las mamografías se realizan solo en Casa Matriz (Benavente 761, Puerto Montt). No requieren agendamiento; puedes acudir directamente. 😊",4
"Hola, ¿puedo agendar una cita para una mamografía?","Las mamografías se realizan en Casa Matriz (Benavente 761, Puerto Montt). Llámanos al +56 65 2 329 400 o visítanos. 🏥","Las mamografías se realizan solo en nuestra Casa Matriz (Benavente 761, Puerto Montt). Te recomiendo llamarnos al +56 65 2 329 400 o visitarnos. 🏥 ¿Puedo ayudarte con algo más? 😊",5,"Las mamografías se realizan solo en nuestra Sucursal Casa Matriz (Benavente 761, Puerto Montt). Por favor llámanos al +56 65 2 329 400 o visítanos para agendar. 😊",5
"Hola, ¿puedo agendar una cita para una mamografía?","Las mamografías se realizan en Casa Matriz (Benavente 761, Puerto Montt). Llámanos al +56 65 2 329 400 o visítanos. 🏥","Las mamografías se realizan solo en nuestra Casa Matriz (Benavente 761, Puerto Montt). Puedes llamarnos al +56 65 2 329 400 o visitarnos. 😊",5,"Las mamografías se realizan solo en nuestra Sucursal Casa Matriz (Benavente 761, Puerto Montt). Por favor, llámanos al +56 65 2 329 400 para agendar. 😊",5
"Hola, ¿puedo agendar una ecografía abdominal?","Contamos con el Dr. Hans Reuter, quien realiza todo tipo de ecografías excepto ginecológicas. Agenda con su secretaria: https://wa.me/56962538313 📲","¡Sí! Contamos con el Dr. Hans Reuter, quien realiza ecografías abdominales. Puedes agendar con su secretaria aquí: https://wa.me/56962538313 📲 ¿Te puedo ayudar con algo más? 😊",5,"En este canal no manejamos agendamiento, pero puedo darte la información para hacerlo. ¿Te gustaría? 😊",3
"Hola, ¿puedo agendar una ecografía abdominal?","Contamos con el Dr. Hans Reuter, quien realiza todo tipo de ecografías excepto ginecológicas. Agenda con su secretaria: https://wa.me/56962538313 📲","¡Sí! Para agendar una ecografía abdominal, puedes contactar a la secretaria del Dr. Hans Reuter, quien realiza todo tipo de ecografías (excepto ginecológicas), a través de este enlace: https://wa.me/56962538313 📲 ¿Puedo ayudarte con algo más? 😊",5,"En este canal no manejamos agendamiento. En Laboratorio Biomed, nuestra ecografía abdominal se realiza con el Dr. Hans Reuter. Para agendar, por favor comunícate con su secretaria: https://wa.me/56962538313. 😊",5
"Hola, ¿puedo agendar una ecografía abdominal?","Contamos con el Dr. Hans Reuter, quien realiza todo tipo de ecografías excepto ginecológicas. Agenda con su secretaria: https://wa.me/56962538313 📲","Contamos con el Dr. Hans Reuter, quien realiza todo tipo de ecografías, excepto ginecológicas. Puedes agendar con su secretaria aquí: https://wa.me/56962538313 📲",5,"En este canal no manejamos agendamiento, pero puedo darte la información para hacerlo. ¿Te gustaría? 😊",3
"Hola, ¿puedo agendar una ecografía abdominal?","Contamos con el Dr. Hans Reuter, quien realiza todo tipo de ecografías excepto ginecológicas. Agenda con su secretaria: https://wa.me/56962538313 📲","¡Claro! Para realizar una ecografía abdominal, puedes agendar con el Dr. Hans Reuter, quien realiza todo tipo de ecografías (excepto ginecológicas). Agenda con su secretaria aquí: https://wa.me/56962538313 📲 ¿Puedo ayudarte con algo más? 😊",5,"En este canal no manejamos agendamiento, pero puedo darte la información que necesitas. ¿Sabes en qué sucursal te gustaría realizarla? 😊",3
¿Realizan ecografías ginecológicas?,"Sí, con el Dr. Julio Rojas, especializado en ecografías ginecológicas y obstétricas. Contacta a su secretaria: https://wa.me/56968077891 😊","Sí, realizamos ecografías ginecológicas con el Dr. Julio Rojas. Puedes contactarte con su secretaria a través de este enlace: https://wa.me/56968077891 😊",5,"Sí, en Laboratorio Biomed realizamos ecografías ginecológicas con el Dr. Julio Rojas. Para agendar, por favor permíteme compartirte el enlace. 😊 (Aquí se enviaría el enlace a Doctoralia)",4
¿Realizan ecografías ginecológicas?,"Sí, con el Dr. Julio Rojas, especializado en ecografías ginecológicas y obstétricas. Contacta a su secretaria: https://wa.me/56968077891 😊","Sí, realizamos ecografías ginecológicas con el Dr. Julio Rojas. Puedes contactar a su secretaria a través de este enlace: https://wa.me/56968077891. 😊",5,"Sí, en Laboratorio Biomed realizamos ecografías ginecológicas con el Dr. Julio Rojas. Para agendar, por favor permíteme compartirte el enlace. 😊 (Aquí se enviaría el enlace)",4
¿Realizan ecografías ginecológicas?,"Sí, con el Dr. Julio Rojas, especializado en ecografías ginecológicas y obstétricas. Contacta a su secretaria: https://wa.me/56968077891 😊","Sí, realizamos ecografías ginecológicas con el Dr. Julio Rojas. Puedes contactar a su secretaria a través de este enlace: https://wa.me/56968077891 😊",5,"Sí, en Laboratorio Biomed realizamos ecografías ginecológicas con el Dr. Julio Rojas. Para agendar, por favor escríbenos al WhatsApp: +56 9 4571 1542. 😊",4
¿Realizan ecografías ginecológicas?,"Sí, con el Dr. Julio Rojas, especializado en ecografías ginecológicas y obstétricas. Contacta a su secretaria: https://wa.me/56968077891 😊","Sí, realizamos ecografías ginecológicas con el Dr. Julio Rojas. Puedes contactar a su secretaria aquí: https://wa.me/56968077891 para más información. 😊",5,"Sí, en Laboratorio Biomed realizamos ecografías ginecológicas con el Dr. Julio Rojas. Para agendar, por favor permíteme compartirte el enlace. 😊 (Aquí se enviaría el enlace)",4
¿Realizan ecografías?,"¡Sí! Tenemos: Dr. Hans Reuter: todas las ecografías, excepto ginecológicas. Secretaria: https://wa.me/56962538313 Dr. Julio Rojas: ecografías ginecológicas y obstétricas. Secretaria: https://wa.me/56968077891 ¿En qué tipo de ecografía estás interesado? 😊","¡Sí! Contamos con dos especialistas en ecografías:

1. **Dr. Hans Reuter**: Realiza todo tipo de ecografías, excepto ginecológicas. Contacta su secretaria: [Aquí](https://wa.me/56962538313) 📲

2. **Dr. Julio Rojas**: Realiza ecografías obstétricas y ginecológicas. Contacta su secretaria: [Aquí](https://wa.me/56968077891) 😊

¿Te gustaría más información?",5,"¡Sí! Gracias a nuevas alianzas, contamos con: Dr. Hans Reuter: todas menos ginecológicas. Dr. Julio Rojas: ginecológicas y obstétricas. ¿En qué tipo de ecografía estás interesado? 😊",4
¿Realizan ecografías?,"¡Sí! Tenemos: Dr. Hans Reuter: todas las ecografías, excepto ginecológicas. Secretaria: https://wa.me/56962538313 Dr. Julio Rojas: ecografías ginecológicas y obstétricas. Secretaria: https://wa.me/56968077891 ¿En qué tipo de ecografía estás interesado? 😊","¡Sí! Contamos con dos especialistas para ecografías:

1. Dr. Hans Reuter: Realiza todo tipo de ecografías, excepto ginecológicas. Contacta a su secretaria: [aquí](https://wa.me/56962538313).

2. Dr. Julio Rojas: Realiza ecografías obstétricas y ginecológicas. Contacta a su secretaria: [aquí](https://wa.me/56968077891).

¿Te gustaría más información? 😊",5,"¡Sí! Gracias a nuevas alianzas, contamos con: Dr. Hans Reuter: todas menos ginecológicas. Dr. Julio Rojas: ginecológicas y obstétricas. ¿En qué tipo de ecografía estás interesado? 😊",4
¿Realizan ecografías?,"¡Sí! Tenemos: Dr. Hans Reuter: todas las ecografías, excepto ginecológicas. Secretaria: https://wa.me/56962538313 Dr. Julio Rojas: ecografías ginecológicas y obstétricas. Secretaria: https://wa.me/56968077891 ¿En qué tipo de ecografía estás interesado? 😊","¡Sí! Contamos con dos especialistas en ecografías:

1. **Dr. Hans Reuter**: Realiza todo tipo de ecografías, excepto ginecológicas. Contacta su secretaria: [Aquí](https://wa.me/56962538313).
   
2. **Dr. Julio Rojas**: Se encarga de ecografías obstétricas y ginecológicas. Contacta su secretaria: [Aquí](https://wa.me/56968077891).

¿En qué tipo de ecografía estás interesado? 😊",5,¡Sí! Gracias a nuevas alianzas: Dr. Hans Reuter: todas menos ginecológicas. Secretaria: https://wa.me/56962538313 Dr. Julio Rojas: ginecológicas y obstétricas. Secretaria: https://wa.me/56968077891 ¿En qué tipo de ecografía estás interesado? 😊,5
¿Realizan ecografías?,"¡Sí! Tenemos: Dr. Hans Reuter: todas las ecografías, excepto ginecológicas. Secretaria: https://wa.me/56962538313 Dr. Julio Rojas: ecografías ginecológicas y obstétricas. Secretaria: https://wa.me/56968077891 ¿En qué tipo de ecografía estás interesado? 😊","¡Sí! Contamos con dos especialistas en ecografías:

1. **Dr. Hans Reuter**: Realiza todo tipo de ecografías, excepto ginecológicas. Contacta a su secretaria: [Aquí](https://wa.me/56962538313).

2. **Dr. Julio Rojas**: Realiza ecografías obstétricas y ginecológicas. Contacta a su secretaria: [Aquí](https://wa.me/56968077891).

¿Te gustaría más información sobre algún tipo específico de ecografía? 😊",5,"¡Sí! Gracias a nuevas alianzas, contamos con: Dr. Hans Reuter: todas menos ginecológicas. Dr. Julio Rojas: ginecológicas y obstétricas. ¿En qué tipo de ecografía estás interesado? 😊",4
¿Qué incluye el Panel de ETS por PCR?,"Incluye: Chlamydia trachomatis, Neisseria gonorrhoeae, Mycoplasma genitalium, Mycoplasma hominis, Ureaplasma parvum, Ureaplasma urealyticum. Valor: $40.000. 😊","El Panel de ETS por PCR incluye:

- Chlamydia trachomatis
- Neisseria gonorrhoeae
- Mycoplasma genitalium
- Mycoplasma hominis
- Ureaplasma parvum
- Ureaplasma urealyticum

Valor: $40.000. 😊",5,"En Laboratorio Biomed, nuestro Panel ETS o PCR incluye: Chlamydia Trachomatis Neisseria Gonorrhoeae Mycoplasma Genitalium Mycoplasma Hominis Ureaplasma Parvum Ureaplasma Urealyticum",4
¿Qué incluye el Panel de ETS por PCR?,"Incluye: Chlamydia trachomatis, Neisseria gonorrhoeae, Mycoplasma genitalium, Mycoplasma hominis, Ureaplasma parvum, Ureaplasma urealyticum. Valor: $40.000. 😊","El Panel de ETS por PCR incluye:

- Chlamydia trachomatis
- Neisseria gonorrhoeae
- Mycoplasma genitalium
- Mycoplasma hominis
- Ureaplasma parvum
- Ureaplasma urealyticum

Valor: $40.000. 😊",5,"En Laboratorio Biomed, nuestro PCR o Panel ETS incluye: Chlamydia Trachomatis Neisseria Gonorrhoeae Mycoplasma Genitalium Mycoplasma Hominis Ureaplasma Parvum Ureaplasma Urealyticum",4
¿Qué incluye el Panel de ETS por PCR?,"Incluye: Chlamydia trachomatis, Neisseria gonorrhoeae, Mycoplasma genitalium, Mycoplasma hominis, Ureaplasma parvum, Ureaplasma urealyticum. Valor: $40.000. 😊","El Panel de ETS por PCR incluye:

- Chlamydia trachomatis
- Neisseria gonorrhoeae
- Mycoplasma genitalium
- Mycoplasma hominis
- Ureaplasma parvum
- Ureaplasma urealyticum

Valor: $40.000. 😊",5,"En Laboratorio Biomed, nuestro PCR o Panel ETS incluye: Candida Albicans Chlamydia Trachomatis Gardnerella Vaginalis Mycoplasma Genitalium Mycoplasma Hominis Neisseria Gonorrhoeae Treponema Pallidum Trichomonas Vaginalis Ureaplasma Parvum Ureaplasma Urealyticum",3
¿Qué incluye el Panel de ETS por PCR?,"Incluye: Chlamydia trachomatis, Neisseria gonorrhoeae, Mycoplasma genitalium, Mycoplasma hominis, Ureaplasma parvum, Ureaplasma urealyticum. Valor: $40.000. 😊","El Panel de ETS por PCR incluye los siguientes patógenos:

- Chlamydia trachomatis
- Neisseria gonorrhoeae
- Mycoplasma genitalium
- Mycoplasma hominis
- Ureaplasma parvum
- Ureaplasma urealyticum

Valor: $40.000. 😊",5,"En Laboratorio Biomed, nuestro PCR o Panel ETS incluye: Candida Albicans Chlamydia Trachomatis Gardnerella Vaginalis Mycoplasma Genitalium Mycoplasma Hominis Neisseria Gonorrhoeae Trichomonas Vaginalis Ureaplasma Parvum Ureaplasma Urealyticum",3
¿Dónde puedo hacerme el Espermiograma y cuáles son las indicaciones?,"El Espermiograma (EX-216) solo en Sucursal Casa Matriz, lun a vie 07:30 a 10:30. La muestra se toma en la sucursal. Info: +56 65 2 329 400. 📞","El Espermiograma (EX-216) solo se realiza en nuestra Casa Matriz (Benavente 761, Puerto Montt) de lunes a viernes, entre 07:30 y 10:30 horas. La muestra se toma en la sucursal. 😊",5,"El Espermiograma (EX-216) se realiza solo en Casa Matriz (Benavente 761, Puerto Montt) de lun a vie entre 07:30 y 10:30. La muestra se toma en la sucursal. ¿Puedo ayudarte con algo más? 😊",5
¿Dónde puedo hacerme el Espermiograma y cuáles son las indicaciones?,"El Espermiograma (EX-216) solo en Sucursal Casa Matriz, lun a vie 07:30 a 10:30. La muestra se toma en la sucursal. Info: +56 65 2 329 400. 📞","El Espermiograma (EX-216) solo se realiza en nuestra Casa Matriz (Benavente 761, Puerto Montt) de lunes a viernes, entre 07:30 y 10:30 horas. La muestra se toma en la sucursal. 😊",5,"El Espermiograma (EX-216) se realiza solo en Casa Matriz (Benavente 761, Puerto Montt) de lun a vie 07:30-10:30. La muestra se toma en la sucursal. ¿Puedo ayudarte con algo más? 😊",5
¿Dónde puedo hacerme el Espermiograma y cuáles son las indicaciones?,"El Espermiograma (EX-216) solo en Sucursal Casa Matriz, lun a vie 07:30 a 10:30. La muestra se toma en la sucursal. Info: +56 65 2 329 400. 📞","El Espermiograma (EX-216) se realiza solo en nuestra Casa Matriz (Benavente 761, Puerto Montt) de lunes a viernes, entre 07:30 y 10:30 horas. La muestra se toma en la sucursal. 😊",5,"El Espermiograma (EX-216) se realiza solo en Casa Matriz (Benavente 761, Puerto Montt) de lun a vie 07:30-10:30. La muestra se toma en la sucursal. ¿Puedo ayudarte con algo más? 😊",5
¿Dónde puedo hacerme el Espermiograma y cuáles son las indicaciones?,"El Espermiograma (EX-216) solo en Sucursal Casa Matriz, lun a vie 07:30 a 10:30. La muestra se toma en la sucursal. Info: +56 65 2 329 400. 📞","El Espermiograma (EX-216) se realiza solo en nuestra Casa Matriz (Benavente 761, Puerto Montt) de lunes a viernes, entre 07:30 y 10:30 horas. La muestra se toma en la sucursal. 😊",5,"El Espermiograma (EX-216) se realiza solo en Casa Matriz (Benavente 761, Puerto Montt), lun a vie 07:30-10:30. La muestra se toma en la sucursal. ¿Puedo ayudarte con algo más? 😊",5
¿En qué sucursal puedo hacerme un Electrocardiograma?,"Electrocardiograma sin agendar: Casa Matriz: Benavente 761, Puerto Montt Centro Puerto Montt: Benavente 474 Puerto Varas: Pio Nono 426 ¿Alguna otra duda? 😊","Puedes realizar un Electrocardiograma sin agendar en las siguientes sucursales:

1. **Sucursal Casa Matriz**: Benavente 761, Puerto Montt
2. **Sucursal Centro Puerto Montt**: Benavente 474
3. **Sucursal Puerto Varas**: Pio Nono 426

¿Necesitas más información? 😊",5,"Electrocardiograma sin agendar: Casa Matriz (Benavente 761, Puerto Montt), Centro Puerto Montt (Benavente 474), Puerto Varas (Pio Nono 426). ¿Puedo ayudarte con algo más? 😊",5
¿En qué sucursal puedo hacerme un Electrocardiograma?,"Electrocardiograma sin agendar: Casa Matriz: Benavente 761, Puerto Montt Centro Puerto Montt: Benavente 474 Puerto Varas: Pio Nono 426 ¿Alguna otra duda? 😊","Puedes realizar un Electrocardiograma sin necesidad de agendar en las siguientes sucursales:

1. Casa Matriz: Benavente 761, Puerto Montt
2. Sucursal Centro Puerto Montt: Benavente 474
3. Sucursal Puerto Varas: Pio Nono 426

¿Necesitas más información? 😊",5,"Electrocardiograma sin agendar: Casa Matriz (Benavente 761, Puerto Montt), Sucursal Centro (Benavente 474, Puerto Montt) y Puerto Varas (Pio Nono 426). ¿Puedo ayudarte con algo más? 😊",5
¿En qué sucursal puedo hacerme un Electrocardiograma?,"Electrocardiograma sin agendar: Casa Matriz: Benavente 761, Puerto Montt Centro Puerto Montt: Benavente 474 Puerto Varas: Pio Nono 426 ¿Alguna otra duda? 😊","Puedes realizar un Electrocardiograma sin agendar en las siguientes sucursales:

1. Casa Matriz: Benavente 761, Puerto Montt
2. Sucursal Centro Puerto Montt: Benavente 474
3. Sucursal Puerto Varas: Pio Nono 426

¿Necesitas más información? 😊",5,"Electrocardiograma sin agendar: Casa Matriz (Benavente 761, Puerto Montt), Centro Puerto Montt (Benavente 474), Puerto Varas (Pio Nono 426). ¿Puedo ayudarte con algo más? 😊",5
¿En qué sucursal puedo hacerme un Electrocardiograma?,"Electrocardiograma sin agendar: Casa Matriz: Benavente 761, Puerto Montt Centro Puerto Montt: Benavente 474 Puerto Varas: Pio Nono 426 ¿Alguna otra duda? 😊","Puedes hacerte un Electrocardiograma sin agendar en las siguientes sucursales:

1. **Casa Matriz**: Benavente 761, Puerto Montt
2. **Sucursal Centro Puerto Montt**: Benavente 474, Puerto Montt
3. **Sucursal Puerto Varas**: Pio Nono 426, Puerto Varas

¿Te puedo ayudar con algo más? 😊",5,"El Electrocardiograma se realiza en todas nuestras sucursales: Casa Matriz (Puerto Montt), Centro Puerto Montt y Puerto Varas. No requiere agendamiento, solo debes acudir por orden de llegada. 😊",4
¿Puedo hacerme el examen Listeria Monocytogenes PCR (EX-334) en Fresia?,"No se realiza en Fresia. Puedes hacerlo en Casa Matriz, Sucursal Centro o Puerto Varas. ¿Te ayudo con algo más? 😊","No se realiza en Fresia. Puedes hacerlo en Casa Matriz, Sucursal Centro o Puerto Varas. ¿Te ayudo con algo más? 😊",5,No se realiza en Fresia. Puedes hacerlo en Casa Matriz (Puerto Montt) o Sucursal Centro (Puerto Montt). ¿Te ayudo con algo más? 😊,5
¿Puedo hacerme el examen Listeria Monocytogenes PCR (EX-334) en Fresia?,"No se realiza en Fresia. Puedes hacerlo en Casa Matriz, Sucursal Centro o Puerto Varas. ¿Te ayudo con algo más? 😊","No se realiza en Fresia. Puedes hacerlo en Casa Matriz, Sucursal Centro o Puerto Varas. ¿Te ayudo con algo más? 😊",5,"No se realiza en Fresia. Puedes hacerlo en Casa Matriz, Sucursal Centro o Puerto Varas. ¿Te ayudo con algo más? 😊",5
¿Puedo hacerme el examen Listeria Monocytogenes PCR (EX-334) en Fresia?,"No se realiza en Fresia. Puedes hacerlo en Casa Matriz, Sucursal Centro o Puerto Varas. ¿Te ayudo con algo más? 😊","No se realiza en Fresia. Puedes hacerlo en Casa Matriz, Sucursal Centro o Puerto Varas. ¿Te ayudo con algo más? 😊",5,"No se realiza en Fresia. Puedes hacerlo en Casa Matriz, Sucursal Centro o Puerto Varas. ¿Te ayudo con algo más? 😊",5
¿Puedo hacerme el examen Listeria Monocytogenes PCR (EX-334) en Fresia?,"No se realiza en Fresia. Puedes hacerlo en Casa Matriz, Sucursal Centro o Puerto Varas. ¿Te ayudo con algo más? 😊","No se realiza en Fresia. Puedes hacerlo en Casa Matriz, Sucursal Centro o Puerto Varas. ¿Te ayudo con algo más? 😊",5,No se realiza en Fresia. Puedes hacerlo en Casa Matriz (Puerto Montt) o Sucursal Centro (Puerto Montt). ¿Te ayudo con algo más? 😊,5
