question,human_response,Trayecto Bookstore_base_answer,Trayecto Bookstore_base_grade,Trayecto Bookstore_fine_tuned_answer,Trayecto Bookstore_fine_tuned_grade
¿Puedo retirar mi pedido hoy?,"¡Hola! Debes esperar nuestro email de confirmación. Si no lo has recibido, aún no está listo. El plazo varía entre 1 a 7 días hábiles. ¡Pronto tendrás tus libros en mano! 📖✨","¡Hola! Soy Trayectín de Trayecto Bookstore. Debes esperar nuestro email de confirmación. Si no lo has recibido, aún no está listo. ¡Pronto tendrás tus libros en mano! 📖✨",4,"¡Hola! Debes esperar nuestro email de confirmación. Si no lo has recibido, aún no está listo. El plazo varía entre 1 a 7 días hábiles. ¡Pronto podrás retirarlo! 📖✨",4
¿Puedo retirar mi pedido hoy?,"¡Hola! Debes esperar nuestro email de confirmación. Si no lo has recibido, aún no está listo. El plazo varía entre 1 a 7 días hábiles. ¡Pronto tendrás tus libros en mano! 📖✨","¡Hola! Soy Trayectín de Trayecto Bookstore. Debes esperar nuestro email de confirmación. Si no lo has recibido, aún no está listo. ¡Pronto tendrás tus libros en mano! 📖✨",4,"¡Hola! Debes esperar nuestro email de confirmación. Si no lo has recibido, aún no está listo. El plazo varía entre 1 a 7 días hábiles. ¡Pronto podrás retirarlo! 📖✨",4
¿El precio online es distinto al de la tienda física?,"¡Hola! Sí, los precios y promociones pueden variar entre la web y la tienda física. ¿Hay algún libro en el que estés interesado? 🤗","¡Hola! Sí, los precios y promociones pueden variar entre la web y la tienda física. ¿Hay algún libro en el que estés interesado? 🤗",4,"¡Hola! Sí, los precios y promociones pueden variar entre la web y la tienda física. ¿Hay algún libro en el que estés interesado? 📚",4
¿El precio online es distinto al de la tienda física?,"¡Hola! Sí, los precios y promociones pueden variar entre la web y la tienda física. ¿Hay algún libro en el que estés interesado? 🤗","¡Hola! Sí, los precios y promociones pueden variar entre la web y la tienda física. ¿Hay algún libro en el que estés interesado? 🤗",4,"¡Hola! Sí, los precios pueden variar entre nuestro sitio web y la tienda física. ¿Hay algún libro en el que estés interesado? 📚",4
¿El precio online es distinto al de la tienda física?,"¡Hola! Sí, los precios y promociones pueden variar entre la web y la tienda física. ¿Hay algún libro en el que estés interesado? 🤗","¡Hola! Sí, los precios y promociones pueden variar entre la web y la tienda física. ¿Hay algún libro en el que estés interesado? 🤗",4,"¡Hola! Sí, los precios pueden variar entre nuestra web y la tienda física. ¿Hay algún libro en el que estés interesado? 🤗",4
¿El precio online es distinto al de la tienda física?,"¡Hola! Sí, los precios y promociones pueden variar entre la web y la tienda física. ¿Hay algún libro en el que estés interesado? 🤗","¡Hola! Sí, los precios y promociones pueden variar entre la web y la tienda física. ¿Hay algún libro en el que estés interesado? 🤗",4,"¡Hola! Sí, los precios pueden variar entre nuestra web y la tienda física. ¿Hay algún libro en el que estés interesado? 📚",4
"Tuve un problema al pagar en la web, ¿qué hago?","Te sugiero intentarlo nuevamente en unos minutos o desde otro navegador. Si el problema continúa, por favor contáctanos al +56930880360 y te ayudaremos con gusto 😊.","¡Hola! Soy Trayectín de Trayecto Bookstore. Te sugiero intentar nuevamente en unos minutos o desde otro navegador. Si el problema persiste, contáctanos al +56930880360 y te ayudaremos con gusto. 😊",5,"¡Hola! Te recomiendo intentar nuevamente en unos minutos o probar desde otro navegador. Si el problema persiste, contáctanos al +56930880360. ¡Estaremos encantados de ayudarte! 😊",5
"Tuve un problema al pagar en la web, ¿qué hago?","Te sugiero intentarlo nuevamente en unos minutos o desde otro navegador. Si el problema continúa, por favor contáctanos al +56930880360 y te ayudaremos con gusto 😊.","¡Hola! Soy Trayectín de Trayecto Bookstore. Te sugiero intentar nuevamente en unos minutos o desde otro navegador. Si el problema persiste, contáctanos al +56930880360 y te ayudaremos con gusto 😊.",5,"¡Hola! Te recomiendo intentar nuevamente en unos minutos o probar desde otro navegador. Si el problema persiste, contáctanos al +56930880360 y te ayudaremos con gusto. ¡Espero podamos solucionar tu inconveniente pronto! 😊",5
"Tuve un problema al pagar en la web, ¿qué hago?","Te sugiero intentarlo nuevamente en unos minutos o desde otro navegador. Si el problema continúa, por favor contáctanos al +56930880360 y te ayudaremos con gusto 😊.","¡Hola! Soy Trayectín de Trayecto Bookstore. Te sugiero intentar nuevamente en unos minutos o desde otro navegador. Si persiste el problema, contáctanos al +56930880360 y te ayudaremos con gusto 😊.",5,"¡Hola! Te recomiendo intentar nuevamente en unos minutos o probar desde otro navegador. Si el problema persiste, contáctanos al +56930880360 y te ayudaremos. ¡Espero podamos solucionarlo pronto! 😊",5
"Tuve un problema al pagar en la web, ¿qué hago?","Te sugiero intentarlo nuevamente en unos minutos o desde otro navegador. Si el problema continúa, por favor contáctanos al +56930880360 y te ayudaremos con gusto 😊.","¡Hola! Soy Trayectín de Trayecto Bookstore. Te sugiero intentar nuevamente en unos minutos o desde otro navegador. Si el problema persiste, contáctanos al +56930880360 y te ayudaremos. 😊",5,"¡Hola! Te sugiero intentar nuevamente en unos minutos o probar desde otro navegador. Si el problema persiste, contáctanos al +56930880360 y te ayudaremos con gusto. ¡Espero podamos solucionarlo pronto! 😊",5
¿Cómo llego a la librería?,"¡Hola! Soy Trayectín de Trayecto Bookstore. Si vienes por la línea 6, ubica el Oxxo y sube un nivel. Si vienes por la línea 1, dirígete a la combinación con la línea 6. Camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel. Si vienes de la superficie, ingresa por Providencia con Suecia o por Suecia con General Holley, baja hasta el nivel -3, un nivel más abajo de los torniquetes. Recuerda que si vienes de la superficie debes pagar el pasaje del metro para acceder. ¡Te esperamos! 🚇","¡Hola! Soy Trayectín de Trayecto Bookstore. 

Si vienes por la línea 6, ubica el Oxxo y sube un nivel.  
Si vienes por la línea 1, dirígete a la combinación con la línea 6. Camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel.  
Si vienes de la superficie, ingresa por Providencia con Suecia o por Suecia con General Holley, baja hasta el nivel -3, un nivel más abajo de los torniquetes. 

Recuerda que si vienes de la superficie, debes pagar el pasaje del metro para acceder. ¡Te esperamos! 🚇",5,"¡Hola! Somos Trayecto Bookstore. Para llegar a nuestra librería, sigue estas indicaciones:

- **Línea 6**: Ubica el Oxxo y sube un nivel.
- **Línea 1**: Dirígete a la combinación con la línea 6, camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel.
- **Desde la superficie**: Ingresa por Providencia con Suecia o por Suecia con General Holley, baja hasta el nivel -3 (un nivel más abajo de los torniquetes). Recuerda que debes pagar el pasaje del metro.

¡Te esperamos! 🚇",5
¿Cómo llego a la librería?,"¡Hola! Soy Trayectín de Trayecto Bookstore. Si vienes por la línea 6, ubica el Oxxo y sube un nivel. Si vienes por la línea 1, dirígete a la combinación con la línea 6. Camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel. Si vienes de la superficie, ingresa por Providencia con Suecia o por Suecia con General Holley, baja hasta el nivel -3, un nivel más abajo de los torniquetes. Recuerda que si vienes de la superficie debes pagar el pasaje del metro para acceder. ¡Te esperamos! 🚇","¡Hola! Soy Trayectín de Trayecto Bookstore. 

Si vienes por la línea 6, ubica el Oxxo y sube un nivel.  
Si vienes por la línea 1, dirígete a la combinación con la línea 6, camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel.  
Si vienes de la superficie, ingresa por Providencia con Suecia o por Suecia con General Holley, baja hasta el nivel -3, un nivel más abajo de los torniquetes.  

Recuerda que si vienes de la superficie debes pagar el pasaje del metro para acceder. ¡Te esperamos! 🚇",5,"¡Hola! Trayecto Bookstore está ubicado en el metro, bajo la zona paga. 

- Si vienes por la **línea 6**, ubica el Oxxo y sube un nivel.
- Si vienes por la **línea 1**, dirígete a la combinación con la línea 6, camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel.
- Si vienes de la **superficie**, ingresa por Providencia con Suecia o por Suecia con General Holley, baja hasta el nivel -3 (un nivel más abajo de los torniquetes). Recuerda que debes pagar el pasaje del metro para acceder.

¡Te esperamos! 🚇",5
¿Cómo llego a la librería?,"¡Hola! Soy Trayectín de Trayecto Bookstore. Si vienes por la línea 6, ubica el Oxxo y sube un nivel. Si vienes por la línea 1, dirígete a la combinación con la línea 6. Camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel. Si vienes de la superficie, ingresa por Providencia con Suecia o por Suecia con General Holley, baja hasta el nivel -3, un nivel más abajo de los torniquetes. Recuerda que si vienes de la superficie debes pagar el pasaje del metro para acceder. ¡Te esperamos! 🚇","¡Hola! Soy Trayectín de Trayecto Bookstore. 

Si vienes por la línea 6, ubica el Oxxo y sube un nivel.  
Si vienes por la línea 1, dirígete a la combinación con la línea 6, camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel.  
Si vienes de la superficie, ingresa por Providencia con Suecia o por Suecia con General Holley, baja hasta el nivel -3, un nivel más abajo de los torniquetes.  

Recuerda que si vienes de la superficie, debes pagar el pasaje del metro para acceder. ¡Te esperamos! 🚇",5,"¡Hola! Soy Trayectín de Trayecto Bookstore.  
Si vienes por la línea 6, ubica el Oxxo y sube un nivel.  
Si vienes por la línea 1, dirígete a la combinación con la línea 6, camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel.  
Si vienes de la superficie, ingresa por Providencia con Suecia o por Suecia con General Holley, baja hasta el nivel -3 (un nivel más abajo de los torniquetes). Recuerda que si vienes de la superficie, debes pagar el pasaje del metro. ¡Te esperamos! 🚇",5
¿Cómo llego a la librería?,"¡Hola! Soy Trayectín de Trayecto Bookstore. Si vienes por la línea 6, ubica el Oxxo y sube un nivel. Si vienes por la línea 1, dirígete a la combinación con la línea 6. Camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel. Si vienes de la superficie, ingresa por Providencia con Suecia o por Suecia con General Holley, baja hasta el nivel -3, un nivel más abajo de los torniquetes. Recuerda que si vienes de la superficie debes pagar el pasaje del metro para acceder. ¡Te esperamos! 🚇","¡Hola! Soy Trayectín de Trayecto Bookstore. Para llegar a nuestra librería:

- Si vienes por la línea 6, ubica el Oxxo y sube un nivel.
- Si vienes por la línea 1, dirígete a la combinación con la línea 6. Camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel.
- Si vienes de la superficie, ingresa por Providencia con Suecia o por Suecia con General Holley, baja hasta el nivel -3, un nivel más abajo de los torniquetes.

Recuerda que si vienes de la superficie debes pagar el pasaje del metro para acceder. ¡Te esperamos! 🚇",5,"¡Hola! Trayecto Bookstore está ubicado dentro del metro, en el nivel -3 de la estación Los Leones. 

- Si vienes por la línea 6, ubica el Oxxo y sube un nivel.
- Si vienes por la línea 1, dirígete a la combinación con la línea 6, camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel.
- Si vienes de la superficie, ingresa por Providencia con Suecia o por Suecia con General Holley, baja hasta el nivel -3 (un nivel más abajo de los torniquetes). Recuerda que debes pagar el pasaje del metro si vienes de la calle.

¡Te esperamos! 🚇",5
"Vengo por la línea 6, ¿cómo llego a la librería?","Desde la línea 6, ubica el Oxxo y sube un nivel. ¡Te esperamos! 😄","¡Hola! Soy Trayectín de Trayecto Bookstore. Desde la línea 6, ubica el Oxxo y sube un nivel. ¡Te esperamos! 😄",5,"¡Hola! Desde la línea 6, ubica el Oxxo y sube un nivel. ¡Te esperamos! 😄",5
"Vengo por la línea 6, ¿cómo llego a la librería?","Desde la línea 6, ubica el Oxxo y sube un nivel. ¡Te esperamos! 😄","¡Hola! Soy Trayectín de Trayecto Bookstore. Desde la línea 6, ubica el Oxxo y sube un nivel. ¡Te esperamos! 😄",5,"¡Hola! Desde la línea 6, ubica el Oxxo y sube un nivel. ¡Te esperamos! 😄",5
"Vengo por la línea 6, ¿cómo llego a la librería?","Desde la línea 6, ubica el Oxxo y sube un nivel. ¡Te esperamos! 😄","¡Hola! Soy Trayectín de Trayecto Bookstore. Desde la línea 6, ubica el Oxxo y sube un nivel. ¡Te esperamos! 😄",5,"¡Hola! Desde la línea 6, ubica el Oxxo y sube un nivel. ¡Te esperamos! 😄",5
"Vengo por la línea 6, ¿cómo llego a la librería?","Desde la línea 6, ubica el Oxxo y sube un nivel. ¡Te esperamos! 😄","¡Hola! Soy Trayectín de Trayecto Bookstore. Si vienes por la línea 6, ubica el Oxxo y sube un nivel. ¡Te esperamos! 😄",5,"¡Hola! Desde la línea 6, ubica el Oxxo y sube un nivel. ¡Te esperamos! 😄",5
"Estoy en la línea 1, ¿cómo llego?","Desde la línea 1, combina con la línea 6, camina hasta el fondo del túnel Suecia, llega al Oxxo y sube un nivel. ¡Nos vemos pronto! 📖","¡Hola! Soy Trayectín de Trayecto Bookstore. Desde la línea 1, dirígete a la combinación con la línea 6. Camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel. ¡Nos vemos pronto! 📖",5,"¡Hola! Desde la línea 1, dirígete a la combinación con la línea 6. Camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel. ¡Te esperamos! 🚀",5
"Estoy en la línea 1, ¿cómo llego?","Desde la línea 1, combina con la línea 6, camina hasta el fondo del túnel Suecia, llega al Oxxo y sube un nivel. ¡Nos vemos pronto! 📖","¡Hola! Soy Trayectín de Trayecto Bookstore. Desde la línea 1, dirígete a la combinación con la línea 6. Camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel. ¡Te esperamos! 📖",5,"¡Hola! Desde la línea 1, dirígete a la combinación con la línea 6. Camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel. ¡Te espero pronto! 📖",5
"Estoy en la línea 1, ¿cómo llego?","Desde la línea 1, combina con la línea 6, camina hasta el fondo del túnel Suecia, llega al Oxxo y sube un nivel. ¡Nos vemos pronto! 📖","¡Hola! Soy Trayectín de Trayecto Bookstore. Desde la línea 1, dirígete a la combinación con la línea 6. Camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel. ¡Te esperamos! 📖",5,"¡Hola! Desde la línea 1, dirígete a la combinación con la línea 6. Camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel. ¡Te espero pronto! 📖",5
"Estoy en la línea 1, ¿cómo llego?","Desde la línea 1, combina con la línea 6, camina hasta el fondo del túnel Suecia, llega al Oxxo y sube un nivel. ¡Nos vemos pronto! 📖","¡Hola! Soy Trayectín de Trayecto Bookstore. Desde la línea 1, dirígete a la combinación con la línea 6. Camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel. ¡Te esperamos! 📖",5,"¡Hola! Desde la línea 1, dirígete a la combinación con la línea 6. Camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel. ¡Te espero pronto! 📖",5
"Vengo desde la calle, ¿cómo llego a la tienda?","Si vienes de la superficie, puedes entrar por Providencia con Suecia o por Suecia con General Holley. Luego baja hasta el nivel -3, un nivel más abajo de los torniquetes 🙌. Recuerda que si vienes de la superficie, debes pagar el pasaje del metro para acceder. ¡Te esperamos!","¡Hola! Soy Trayectín de Trayecto Bookstore. Si vienes de la superficie, ingresa por Providencia con Suecia o por Suecia con General Holley. Luego baja hasta el nivel -3, un nivel más abajo de los torniquetes. Recuerda que debes pagar el pasaje del metro para acceder. ¡Te esperamos! 🚇",5,"¡Hola! Debes ingresar por Providencia con Suecia o por Suecia con General Holley. Baja hasta el nivel -3, un nivel más abajo de los torniquetes. Recuerda que si vienes de la superficie, debes pagar el pasaje del metro para acceder. ¡Te esperamos! 🚇",5
"Vengo desde la calle, ¿cómo llego a la tienda?","Si vienes de la superficie, puedes entrar por Providencia con Suecia o por Suecia con General Holley. Luego baja hasta el nivel -3, un nivel más abajo de los torniquetes 🙌. Recuerda que si vienes de la superficie, debes pagar el pasaje del metro para acceder. ¡Te esperamos!","¡Hola! Soy Trayectín de Trayecto Bookstore. Si vienes de la superficie, ingresa por Providencia con Suecia o por Suecia con General Holley. Luego baja hasta el nivel -3, un nivel más abajo de los torniquetes. Recuerda que debes pagar el pasaje del metro para acceder. ¡Te esperamos! 🚇",5,"¡Hola! Puedes ingresar por Providencia con Suecia o por Suecia con General Holley. Baja hasta el nivel -3, un nivel más abajo de los torniquetes. Recuerda que debes pagar el pasaje del metro para acceder. ¡Te esperamos! 🚇",5
"Vengo desde la calle, ¿cómo llego a la tienda?","Si vienes de la superficie, puedes entrar por Providencia con Suecia o por Suecia con General Holley. Luego baja hasta el nivel -3, un nivel más abajo de los torniquetes 🙌. Recuerda que si vienes de la superficie, debes pagar el pasaje del metro para acceder. ¡Te esperamos!","¡Hola! Soy Trayectín de Trayecto Bookstore. Si vienes de la superficie, puedes ingresar por Providencia con Suecia o por Suecia con General Holley. Luego baja hasta el nivel -3, un nivel más abajo de los torniquetes. Recuerda que debes pagar el pasaje del metro para acceder. ¡Te esperamos! 🚇",5,"¡Hola! Puedes ingresar por Providencia con Suecia o por Suecia con General Holley. Luego, baja hasta el nivel -3, un nivel más abajo de los torniquetes. Recuerda que debes pagar el pasaje del metro para acceder. ¡Te esperamos! 🚇",5
"Vengo desde la calle, ¿cómo llego a la tienda?","Si vienes de la superficie, puedes entrar por Providencia con Suecia o por Suecia con General Holley. Luego baja hasta el nivel -3, un nivel más abajo de los torniquetes 🙌. Recuerda que si vienes de la superficie, debes pagar el pasaje del metro para acceder. ¡Te esperamos!","¡Hola! Soy Trayectín de Trayecto Bookstore. Si vienes de la superficie, ingresa por Providencia con Suecia o por Suecia con General Holley. Luego baja hasta el nivel -3, un nivel más abajo de los torniquetes. Recuerda que debes pagar el pasaje del metro para acceder. ¡Te esperamos! 🚇",5,"¡Hola! Puedes ingresar por Providencia con Suecia o por Suecia con General Holley. Luego baja hasta el nivel -3, un nivel más abajo de los torniquetes. Recuerda que debes pagar el pasaje del metro para acceder. ¡Te esperamos! 🚇",5
¿Cómo puedo comprar de manera prescencial en la librería?,"¡Gracias por contactarnos! Para poder llegar a nuestra librería 📚: Si vienes por la línea 6, ubica el Oxxo y sube un nivel. Si vienes por la línea 1, dirígete a la combinación con la línea 6. Camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel. Si vienes de la superficie, ingresa por Providencia con Suecia o por Suecia con General Holley, baja hasta el nivel -3, un nivel más abajo de los torniquetes. Recuerda que si vienes de la superficie debes pagar el pasaje del metro para acceder. ¡Te esperamos! 🚇","¡Hola! Soy Trayectín de Trayecto Bookstore. Para llegar a nuestra librería 📚:

- Si vienes por la línea 6, ubica el Oxxo y sube un nivel.
- Si vienes por la línea 1, dirígete a la combinación con la línea 6. Camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel.
- Si vienes de la superficie, ingresa por Providencia con Suecia o por Suecia con General Holley, baja hasta el nivel -3, un nivel más abajo de los torniquetes.

Recuerda que si vienes de la superficie debes pagar el pasaje del metro para acceder. ¡Te esperamos! 🚇",5,"¡Hola! Para llegar a nuestra librería, sigue estas indicaciones:

- **Línea 6**: Ubica el Oxxo y sube un nivel.
- **Línea 1**: Dirígete a la combinación con la línea 6, camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel.
- **Desde la superficie**: Ingresa por Providencia con Suecia o por Suecia con General Holley, baja hasta el nivel -3, un nivel más abajo de los torniquetes. Recuerda que debes pagar el pasaje del metro.

¡Te esperamos! 📚",5
¿Cómo puedo comprar de manera prescencial en la librería?,"¡Gracias por contactarnos! Para poder llegar a nuestra librería 📚: Si vienes por la línea 6, ubica el Oxxo y sube un nivel. Si vienes por la línea 1, dirígete a la combinación con la línea 6. Camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel. Si vienes de la superficie, ingresa por Providencia con Suecia o por Suecia con General Holley, baja hasta el nivel -3, un nivel más abajo de los torniquetes. Recuerda que si vienes de la superficie debes pagar el pasaje del metro para acceder. ¡Te esperamos! 🚇","¡Hola! Soy Trayectín de Trayecto Bookstore. Para llegar a nuestra librería, sigue estas indicaciones:

- Si vienes por la línea 6, ubica el Oxxo y sube un nivel.
- Si vienes por la línea 1, dirígete a la combinación con la línea 6. Camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel.
- Si vienes de la superficie, ingresa por Providencia con Suecia o por Suecia con General Holley, baja hasta el nivel -3, un nivel más abajo de los torniquetes.

Recuerda que si vienes de la superficie debes pagar el pasaje del metro para acceder. ¡Te esperamos! 🚇",5,"¡Hola! Para visitarnos en nuestra librería, sigue estas indicaciones:

- **Línea 6**: Ubica el Oxxo y sube un nivel.
- **Línea 1**: Dirígete a la combinación con la línea 6, camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel.
- **Superficie**: Ingresa por Providencia con Suecia o por Suecia con General Holley, baja hasta el nivel -3, un nivel más abajo de los torniquetes. Recuerda que si vienes de la superficie, debes pagar el pasaje del metro.

¡Te esperamos! 📚",5
¿Cómo puedo comprar de manera prescencial en la librería?,"¡Gracias por contactarnos! Para poder llegar a nuestra librería 📚: Si vienes por la línea 6, ubica el Oxxo y sube un nivel. Si vienes por la línea 1, dirígete a la combinación con la línea 6. Camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel. Si vienes de la superficie, ingresa por Providencia con Suecia o por Suecia con General Holley, baja hasta el nivel -3, un nivel más abajo de los torniquetes. Recuerda que si vienes de la superficie debes pagar el pasaje del metro para acceder. ¡Te esperamos! 🚇","¡Hola! Soy Trayectín de Trayecto Bookstore. Para llegar a nuestra librería, sigue estas indicaciones:

- Si vienes por la línea 6, ubica el Oxxo y sube un nivel.
- Si vienes por la línea 1, dirígete a la combinación con la línea 6. Camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel.
- Si vienes de la superficie, ingresa por Providencia con Suecia o por Suecia con General Holley, baja hasta el nivel -3, un nivel más abajo de los torniquetes.

¡Te esperamos! 🚇",5,"¡Hola! Para visitarnos en nuestra librería, sigue estas indicaciones:

- **Línea 6**: ubica el Oxxo y sube un nivel.
- **Línea 1**: dirígete a la combinación con la línea 6, camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel.
- **Desde la superficie**: ingresa por Providencia con Suecia o por Suecia con General Holley, baja hasta el nivel -3 (un nivel más abajo de los torniquetes). Recuerda que si vienes de la superficie, debes pagar el pasaje del metro.

¡Te esperamos! 🚇",5
¿Cómo puedo comprar de manera prescencial en la librería?,"¡Gracias por contactarnos! Para poder llegar a nuestra librería 📚: Si vienes por la línea 6, ubica el Oxxo y sube un nivel. Si vienes por la línea 1, dirígete a la combinación con la línea 6. Camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel. Si vienes de la superficie, ingresa por Providencia con Suecia o por Suecia con General Holley, baja hasta el nivel -3, un nivel más abajo de los torniquetes. Recuerda que si vienes de la superficie debes pagar el pasaje del metro para acceder. ¡Te esperamos! 🚇","¡Hola! Soy Trayectín de Trayecto Bookstore. Para llegar a nuestra librería, sigue estas indicaciones:

- Si vienes por la línea 6, ubica el Oxxo y sube un nivel.
- Si vienes por la línea 1, dirígete a la combinación con la línea 6. Camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel.
- Si vienes de la superficie, ingresa por Providencia con Suecia o por Suecia con General Holley, baja hasta el nivel -3, un nivel más abajo de los torniquetes.

Recuerda que si vienes de la superficie, debes pagar el pasaje del metro para acceder. ¡Te esperamos! 🚇",5,"¡Hola! Para visitar nuestra librería, sigue estas indicaciones:

- **Línea 6**: Ubica el Oxxo y sube un nivel.
- **Línea 1**: Dirígete a la combinación con la línea 6, camina hasta el fondo del túnel Suecia, llegarás al Oxxo y ahí sube un nivel.
- **Desde la superficie**: Ingresa por Providencia con Suecia o por Suecia con General Holley, baja hasta el nivel -3, un nivel más abajo de los torniquetes. Recuerda que debes pagar el pasaje del metro para acceder.

¡Te esperamos! 📚",5
